Wavelength;Normalized Flux;
6005.968429;0.995646582;
6005.979751;0.993888431;
6005.991072;0.994301616;
6006.002393;0.993234127;
6006.013713;0.992836083;
6006.025033;0.993371466;
6006.036352;0.992789479;
6006.04767;0.993548468;
6006.058988;0.992616975;
6006.070305;0.99280163;
6006.081621;0.993168372;
6006.092937;0.992407199;
6006.104252;0.992114222;
6006.115567;0.992026205;
6006.126881;0.991009169;
6006.138194;0.990105536;
6006.149507;0.988992211;
6006.160819;0.987153669;
6006.17213;0.986495847;
6006.183441;0.98574701;
6006.194751;0.98369175;
6006.206061;0.982121859;
6006.21737;0.980212642;
6006.228678;0.976768418;
6006.239985;0.9737092;
6006.251292;0.968754146;
6006.262599;0.962480002;
6006.273905;0.955996255;
6006.28521;0.94901452;
6006.296514;0.941210179;
6006.307818;0.934481137;
6006.319121;0.929782546;
6006.330424;0.92685202;
6006.341726;0.926854163;
6006.353027;0.930201742;
6006.364328;0.936098105;
6006.375628;0.943715635;
6006.386928;0.951710831;
6006.398226;0.959646703;
6006.409525;0.967656651;
6006.420822;0.974103173;
6006.432119;0.97915398;
6006.443415;0.98409556;
6006.454711;0.987743929;
6006.466006;0.989670821;
6006.477301;0.990690492;
6006.488594;0.991433325;
6006.499888;0.991500577;
6006.51118;0.990417107;
6006.522472;0.989994717;
6006.533763;0.989603722;
6006.545054;0.989869739;
6006.556344;0.990644335;
6006.567634;0.991457455;
6006.578922;0.992178838;
6006.590211;0.993199957;
6006.601498;0.994339116;
6006.612785;0.995096268;
6006.624071;0.996080399;
6006.635357;0.996772694;
6006.646642;0.997229363;
6006.657926;0.997266502;
6006.66921;0.996844288;
6006.680493;0.99638614;
6006.691776;0.994723995;
6006.703058;0.992544655;
6006.714339;0.989506236;
6006.72562;0.985879022;
6006.7369;0.981622615;
6006.748179;0.975744605;
6006.759458;0.970538193;
6006.770736;0.965836814;
6006.782013;0.9609673;
6006.79329;0.958480301;
6006.804567;0.956476664;
6006.815842;0.955961262;
6006.827117;0.956710378;
6006.838392;0.958942297;
6006.849665;0.961805685;
6006.860938;0.965860034;
6006.872211;0.969121787;
6006.883483;0.972917824;
6006.894754;0.976943781;
6006.906025;0.980529709;
6006.917295;0.984136172;
6006.928564;0.987254927;
6006.939833;0.989676425;
6006.951101;0.991642382;
6006.962368;0.992755655;
6006.973635;0.993389914;
6006.984901;0.992511387;
6006.996167;0.991668471;
6007.007432;0.990388589;
6007.018696;0.989296966;
6007.02996;0.987190734;
6007.041223;0.985381901;
6007.052486;0.984448368;
6007.063747;0.982272326;
6007.075009;0.980954368;
6007.086269;0.97932687;
6007.097529;0.978740898;
6007.108788;0.977561154;
6007.120047;0.975656975;
6007.131305;0.972294428;
6007.142563;0.967676034;
6007.15382;0.96060378;
6007.165076;0.950448365;
6007.176331;0.935969162;
6007.187586;0.915611476;
6007.198841;0.888760741;
6007.210094;0.852951676;
6007.221347;0.807677794;
6007.2326;0.752710281;
6007.243852;0.690537865;
6007.255103;0.625225856;
6007.266353;0.561699482;
6007.277603;0.50656445;
6007.288853;0.465933327;
6007.300101;0.442555608;
6007.311349;0.440138205;
6007.322597;0.458856956;
6007.333844;0.494061603;
6007.34509;0.543033933;
6007.356335;0.600157125;
6007.36758;0.658660495;
6007.378825;0.716892647;
6007.390068;0.769731119;
6007.401311;0.816055049;
6007.412554;0.85641124;
6007.423796;0.888630895;
6007.435037;0.915352436;
6007.446277;0.936903944;
6007.457517;0.953336412;
6007.468756;0.96693347;
6007.479995;0.976780643;
6007.491233;0.983858539;
6007.502471;0.98935166;
6007.513707;0.992529895;
6007.524944;0.993985943;
6007.536179;0.994067068;
6007.547414;0.993063711;
6007.558648;0.990331669;
6007.569882;0.986650415;
6007.581115;0.982547689;
6007.592348;0.976312602;
6007.603579;0.969825008;
6007.61481;0.962399844;
6007.626041;0.954402589;
6007.637271;0.946148888;
6007.6485;0.93671325;
6007.659729;0.926628623;
6007.670957;0.918490113;
6007.682184;0.911379327;
6007.693411;0.906076646;
6007.704637;0.904273976;
6007.715863;0.905716631;
6007.727088;0.910828735;
6007.738312;0.918262696;
6007.749536;0.926713474;
6007.760759;0.934455848;
6007.771981;0.941767431;
6007.783203;0.946126997;
6007.794424;0.948076083;
6007.805645;0.947333748;
6007.816865;0.941481487;
6007.828084;0.931042351;
6007.839303;0.915247593;
6007.850521;0.89253232;
6007.861738;0.862147062;
6007.872955;0.824834099;
6007.884171;0.778924274;
6007.895387;0.727116015;
6007.906602;0.673268128;
6007.917816;0.621540526;
6007.92903;0.576526681;
6007.940243;0.5433122;
6007.951455;0.525933349;
6007.962667;0.526468236;
6007.973878;0.543975928;
6007.985089;0.576096629;
6007.996298;0.619001569;
6008.007508;0.666639261;
6008.018716;0.715391705;
6008.029925;0.76195436;
6008.041132;0.802614567;
6008.052339;0.839079752;
6008.063545;0.869424468;
6008.07475;0.893031109;
6008.085955;0.91213426;
6008.09716;0.927176238;
6008.108363;0.938831326;
6008.119566;0.947892951;
6008.130769;0.954679756;
6008.141971;0.961113099;
6008.153172;0.965626517;
6008.164373;0.97013279;
6008.175572;0.974325429;
6008.186772;0.977060759;
6008.19797;0.979889914;
6008.209169;0.981960721;
6008.220366;0.983704238;
6008.231563;0.98422056;
6008.242759;0.985999087;
6008.253955;0.98632494;
6008.26515;0.986691043;
6008.276344;0.986930729;
6008.287538;0.987212875;
6008.298731;0.98741743;
6008.309923;0.987538676;
6008.321115;0.987585515;
6008.332306;0.986807807;
6008.343497;0.983848744;
6008.354687;0.980963458;
6008.365876;0.976129181;
6008.377065;0.969280345;
6008.388253;0.959330639;
6008.39944;0.946431326;
6008.410627;0.929171244;
6008.421813;0.906273213;
6008.432999;0.876685331;
6008.444184;0.839538711;
6008.455368;0.793587738;
6008.466552;0.738398577;
6008.477735;0.674974476;
6008.488918;0.605612497;
6008.500099;0.535468674;
6008.511281;0.469266033;
6008.522461;0.412938178;
6008.533641;0.369816643;
6008.544821;0.343119448;
6008.555999;0.333865467;
6008.567178;0.342714012;
6008.578355;0.368821086;
6008.589532;0.4095847;
6008.600708;0.460777388;
6008.611884;0.518368616;
6008.623059;0.577343047;
6008.634233;0.633884612;
6008.645407;0.68650475;
6008.65658;0.733822173;
6008.667753;0.775005157;
6008.678924;0.811950834;
6008.690096;0.842696489;
6008.701266;0.870058104;
6008.712436;0.892816803;
6008.723606;0.911522328;
6008.734775;0.928320583;
6008.745943;0.941445578;
6008.75711;0.952209899;
6008.768277;0.96130856;
6008.779443;0.969706463;
6008.790609;0.975966612;
6008.801774;0.981359396;
6008.812939;0.985364719;
6008.824102;0.988869144;
6008.835266;0.991418812;
6008.846428;0.992487431;
6008.85759;0.993474171;
6008.868751;0.994119919;
6008.879912;0.993959204;
6008.891072;0.993507256;
6008.902232;0.99355894;
6008.91339;0.993160825;
6008.924549;0.993952201;
6008.935706;0.994552213;
6008.946863;0.994817422;
6008.958019;0.995500107;
6008.969175;0.996208609;
6008.98033;0.996291217;
6008.991485;0.996997119;
6009.002639;0.997009422;
6009.013792;0.995967923;
6009.024944;0.995686207;
6009.036096;0.993982136;
6009.047248;0.992524827;
6009.058398;0.991788909;
6009.069548;0.990337559;
6009.080698;0.987783239;
6009.091847;0.985919249;
6009.102995;0.984297871;
6009.114143;0.982387026;
6009.12529;0.980446911;
6009.136436;0.978526604;
6009.147582;0.975598504;
6009.158727;0.973395566;
6009.169871;0.971210528;
6009.181015;0.96974589;
6009.192159;0.967328255;
6009.203301;0.966668594;
6009.214443;0.966450781;
6009.225585;0.96581686;
6009.236725;0.964228263;
6009.247866;0.963769729;
6009.259005;0.96285277;
6009.270144;0.960661757;
6009.281282;0.959838845;
6009.29242;0.960579752;
6009.303557;0.961291303;
6009.314694;0.962858989;
6009.325829;0.967066184;
6009.336965;0.970450468;
6009.348099;0.973798192;
6009.359233;0.977101896;
6009.370366;0.980513216;
6009.381499;0.981849428;
6009.392631;0.982725514;
6009.403763;0.98235741;
6009.414893;0.982473377;
6009.426024;0.982063912;
6009.437153;0.982558563;
6009.448282;0.982778392;
6009.459411;0.983843772;
6009.470538;0.984255014;
6009.481665;0.985668822;
6009.492792;0.986980969;
6009.503918;0.988468472;
6009.515043;0.990768226;
6009.526168;0.991718157;
6009.537292;0.993369195;
6009.548415;0.993471924;
6009.559538;0.994120445;
6009.57066;0.995461139;
6009.581782;0.995258554;
6009.592902;0.99563131;
6009.604023;0.996143671;
6009.615142;0.994737413;
6009.626261;0.994888333;
6009.63738;0.994681619;
6009.648498;0.993659401;
6009.659615;0.992699032;
6009.670731;0.991647505;
6009.681847;0.990640365;
6009.692963;0.988630084;
6009.704077;0.986974668;
6009.715191;0.98481305;
6009.726305;0.983436708;
6009.737418;0.981380119;
6009.74853;0.978599326;
6009.759642;0.976094109;
6009.770752;0.972560017;
6009.781863;0.967230793;
6009.792973;0.963725784;
6009.804082;0.960722428;
6009.81519;0.957946786;
6009.826298;0.959327437;
6009.837405;0.962236707;
6009.848512;0.965334679;
6009.859618;0.969941165;
6009.870723;0.975308082;
6009.881828;0.980847147;
6009.892932;0.985682468;
6009.904036;0.989190143;
6009.915139;0.992768233;
6009.926241;0.99495231;
6009.937343;0.997720788;
6009.948444;0.999690009;
6009.959544;1.00091185;
6009.970644;1.001644476;
6009.981743;1.002589667;
6009.992842;1.004126236;
6010.00394;1.003207683;
6010.015037;1.002983296;
6010.026134;1.002738524;
6010.03723;1.002302557;
6010.048325;1.001200897;
6010.05942;0.999911115;
6010.070514;0.999349201;
6010.081608;0.998089886;
6010.092701;0.997347879;
6010.103793;0.996087486;
6010.114885;0.996300048;
6010.125976;0.995171301;
6010.137067;0.995096988;
6010.148157;0.996063342;
6010.159246;0.997040625;
6010.170335;0.997990277;
6010.181423;0.99884274;
6010.19251;1.000000714;
6010.203597;1.001409439;
6010.214683;1.002384069;
6010.225769;1.002909587;
6010.236854;1.003755802;
6010.247938;1.004201439;
6010.259022;1.004696045;
6010.270105;1.004238584;
6010.281187;1.00440794;
6010.292269;1.004819353;
6010.30335;1.005461507;
6010.314431;1.00601743;
6010.325511;1.005505677;
6010.33659;1.006180866;
6010.347669;1.005916092;
6010.358747;1.005233728;
6010.369825;1.004803046;
6010.380901;1.003878315;
6010.391978;1.002748361;
6010.403053;1.002542818;
6010.414128;1.000571769;
6010.425203;0.999458991;
6010.436277;0.999055203;
6010.44735;0.997414114;
6010.458422;0.996679773;
6010.469494;0.995591679;
6010.480566;0.995691348;
6010.491636;0.995513284;
6010.502706;0.994257661;
6010.513776;0.993953005;
6010.524845;0.994076522;
6010.535913;0.9931194;
6010.54698;0.991997468;
6010.558047;0.991634513;
6010.569114;0.991735343;
6010.58018;0.991334171;
6010.591245;0.991602946;
6010.602309;0.99152132;
6010.613373;0.992711905;
6010.624436;0.993088455;
6010.635499;0.993663733;
6010.646561;0.994167863;
6010.657623;0.994724112;
6010.668683;0.995468213;
6010.679744;0.995764403;
6010.690803;0.995070019;
6010.701862;0.995405045;
6010.71292;0.995521465;
6010.723978;0.994651349;
6010.735035;0.994040798;
6010.746092;0.993765393;
6010.757148;0.992342807;
6010.768203;0.990851873;
6010.779257;0.988911536;
6010.790311;0.987393857;
6010.801365;0.985914211;
6010.812418;0.983809226;
6010.82347;0.981540143;
6010.834521;0.979940903;
6010.845572;0.978675285;
6010.856622;0.977911053;
6010.867672;0.977250841;
6010.878721;0.977784464;
6010.88977;0.978916819;
6010.900817;0.981022449;
6010.911865;0.983514465;
6010.922911;0.986755307;
6010.933957;0.99001332;
6010.945003;0.992249225;
6010.956047;0.99543424;
6010.967091;0.996963913;
6010.978135;0.997696387;
6010.989178;0.999895926;
6011.00022;1.000253595;
6011.011262;0.999750997;
6011.022303;1.000551825;
6011.033343;1.000907192;
6011.044383;0.999651871;
6011.055422;0.999115242;
6011.066461;0.998815827;
6011.077499;0.998003399;
6011.088536;0.997464953;
6011.099573;0.996943371;
6011.110609;0.995955841;
6011.121644;0.995659081;
6011.132679;0.996632331;
6011.143713;0.996841404;
6011.154747;0.996279477;
6011.16578;0.996953947;
6011.176812;0.997181412;
6011.187844;0.996809582;
6011.198875;0.997056477;
6011.209906;0.995433752;
6011.220936;0.994450806;
6011.231965;0.994189284;
6011.242994;0.993829405;
6011.254022;0.992790244;
6011.265049;0.992405703;
6011.276076;0.991641602;
6011.287102;0.990990138;
6011.298128;0.990689633;
6011.309153;0.990377145;
6011.320177;0.989501467;
6011.331201;0.988878011;
6011.342224;0.988203875;
6011.353246;0.987927222;
6011.364268;0.988046066;
6011.37529;0.987757039;
6011.38631;0.987819367;
6011.39733;0.988081476;
6011.40835;0.988670613;
6011.419369;0.989378573;
6011.430387;0.989097927;
6011.441404;0.990132781;
6011.452421;0.990137174;
6011.463438;0.990119812;
6011.474453;0.988783818;
6011.485468;0.987524036;
6011.496483;0.986738784;
6011.507497;0.985995487;
6011.51851;0.985146317;
6011.529523;0.984153782;
6011.540535;0.983512576;
6011.551546;0.983614912;
6011.562557;0.984325299;
6011.573567;0.986077117;
6011.584577;0.986525077;
6011.595586;0.988244123;
6011.606594;0.990310939;
6011.617602;0.991332759;
6011.628609;0.992885327;
6011.639615;0.994095616;
6011.650621;0.993867668;
6011.661626;0.993963423;
6011.672631;0.993955979;
6011.683635;0.993031454;
6011.694638;0.992461867;
6011.705641;0.992020571;
6011.716643;0.992407795;
6011.727645;0.991666369;
6011.738646;0.990812787;
6011.749646;0.991177654;
6011.760646;0.991001174;
6011.771645;0.990480474;
6011.782643;0.99057774;
6011.793641;0.991152133;
6011.804639;0.992192044;
6011.815635;0.992204393;
6011.826631;0.992779337;
6011.837627;0.994088964;
6011.848621;0.994966107;
6011.859615;0.995104339;
6011.870609;0.995012253;
6011.881602;0.99595577;
6011.892594;0.997001047;
6011.903586;0.996355616;
6011.914577;0.996530766;
6011.925567;0.996754317;
6011.936557;0.996343685;
6011.947547;0.99507207;
6011.958535;0.99470463;
6011.969523;0.995135591;
6011.980511;0.995494923;
6011.991497;0.99515321;
6012.002483;0.994301592;
6012.013469;0.992891984;
6012.024454;0.991183797;
6012.035438;0.988483812;
6012.046422;0.983845241;
6012.057405;0.976262753;
6012.068387;0.96729555;
6012.079369;0.95472762;
6012.090351;0.936627067;
6012.101331;0.914475912;
6012.112311;0.884761375;
6012.123291;0.845822959;
6012.134269;0.79950905;
6012.145248;0.745272018;
